Item_ID,Item_Name,Item_Type,Item_Fat_Content,Item_Weight (kg),Item_MRP (₹),Item_Visibility,Outlet_ID,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales (₹),Delivery_Time (mins),Customer_Rating
ITEM0625,Good,Beverages,Low Fat,7.37,256.53,0.23,OUT013,Large,Tier 1,Grocery Store,10334.13,17,4.0
ITEM0626,Worry,Fruits,Regular,7.29,306.76,0.146,OUT010,Large,Tier 1,Grocery Store,9264.03,16,3.3
ITEM0627,Attack,Bakery,Regular,6.36,310.89,0.022,OUT013,Small,Tier 3,Supermarket Type1,3193.57,57,3.8
ITEM0628,Once,Household,Regular,1.84,275.35,0.038,OUT027,Medium,Tier 2,Supermarket Type2,17883.78,12,2.8
ITEM0629,Area,Bakery,Regular,3.14,118.53,0.156,OUT027,Small,Tier 1,Supermarket Type1,14260.93,22,2.7
ITEM0630,Side,Fruits,Low Fat,5.1,260.32,0.159,OUT013,Large,Tier 2,Supermarket Type2,6127.02,53,3.4
ITEM0631,See,Vegetables,Low Fat,8.28,179.15,0.171,OUT027,Medium,Tier 3,Supermarket Type1,1308.31,48,3.8
ITEM0632,Care,Beverages,Low Fat,5.79,392.34,0.21,OUT018,Small,Tier 1,Supermarket Type1,5586.85,24,4.7
ITEM0633,Also,Fruits,Low Fat,9.52,158.36,0.111,OUT018,Medium,Tier 1,Supermarket Type1,18438.98,11,2.8
ITEM0634,Sense,Vegetables,Low Fat,6.96,369.1,0.165,OUT018,Medium,Tier 2,Supermarket Type2,15958.94,42,3.7
ITEM0635,Involve,Snacks,Low Fat,5.86,250.87,0.196,OUT018,Medium,Tier 1,Grocery Store,13682.3,24,3.7
ITEM0636,Whom,Bakery,Regular,8.93,129.7,0.103,OUT013,Medium,Tier 3,Supermarket Type2,7351.93,26,4.0
ITEM0637,Lot,Fruits,Low Fat,9.76,380.61,0.188,OUT010,Medium,Tier 3,Supermarket Type1,11512.13,20,3.4
ITEM0638,Budget,Bakery,Low Fat,3.12,210.58,0.122,OUT010,Medium,Tier 3,Supermarket Type1,1509.16,42,4.0
ITEM0639,By,Beverages,Regular,4.02,102.08,0.066,OUT027,Small,Tier 2,Supermarket Type2,13625.28,51,4.4
ITEM0640,Research,Bakery,Regular,3.94,150.25,0.124,OUT018,Large,Tier 1,Supermarket Type2,17092.7,39,4.0
ITEM0641,As,Household,Low Fat,0.56,440.28,0.14,OUT013,Small,Tier 2,Supermarket Type2,5387.48,21,3.4
ITEM0642,Else,Frozen Foods,Regular,4.9,171.4,0.175,OUT013,Large,Tier 3,Grocery Store,9994.34,58,4.9
ITEM0643,Improve,Beverages,Regular,1.29,443.4,0.24,OUT049,Small,Tier 1,Supermarket Type1,17300.52,17,3.4
ITEM0644,Available,Vegetables,Low Fat,2.25,373.78,0.065,OUT018,Medium,Tier 1,Supermarket Type1,15203.78,32,4.4
ITEM0645,Ahead,Vegetables,Regular,9.17,45.0,0.072,OUT018,Small,Tier 3,Grocery Store,7371.24,11,3.3
ITEM0646,Candidate,Vegetables,Low Fat,4.88,355.52,0.087,OUT018,Medium,Tier 1,Supermarket Type1,15764.71,50,2.6
ITEM0647,To,Frozen Foods,Low Fat,0.54,187.38,0.244,OUT013,Large,Tier 2,Grocery Store,179.47,13,2.8
ITEM0648,Knowledge,Bakery,Regular,3.8,461.87,0.018,OUT010,Large,Tier 2,Supermarket Type2,3232.27,36,3.4
ITEM0649,Mean,Dairy,Regular,1.59,187.7,0.033,OUT018,Medium,Tier 3,Supermarket Type2,10570.09,35,4.2
ITEM0650,Although,Fruits,Low Fat,2.59,448.11,0.112,OUT013,Large,Tier 3,Supermarket Type2,10639.57,39,4.6
ITEM0651,Relate,Fruits,Low Fat,3.29,297.08,0.132,OUT027,Large,Tier 2,Supermarket Type1,15322.16,23,4.7
ITEM0652,Compare,Frozen Foods,Regular,9.05,221.81,0.209,OUT018,Small,Tier 1,Grocery Store,7627.22,10,4.9
ITEM0653,Herself,Beverages,Regular,1.38,179.42,0.23,OUT049,Medium,Tier 1,Supermarket Type2,9014.85,27,4.6
ITEM0654,Environmental,Vegetables,Regular,8.52,112.05,0.241,OUT013,Medium,Tier 1,Grocery Store,7737.49,54,4.4
ITEM0655,Else,Fruits,Regular,1.64,479.01,0.046,OUT049,Medium,Tier 2,Grocery Store,18721.51,10,2.5
ITEM0656,World,Bakery,Low Fat,6.19,289.99,0.116,OUT027,Small,Tier 3,Grocery Store,11515.76,17,2.9
ITEM0657,Prove,Fruits,Low Fat,9.21,252.61,0.082,OUT049,Small,Tier 2,Supermarket Type1,11073.19,15,4.6
ITEM0658,South,Fruits,Low Fat,6.64,259.32,0.051,OUT013,Medium,Tier 2,Supermarket Type2,873.55,13,2.7
ITEM0659,Turn,Frozen Foods,Regular,6.05,32.16,0.219,OUT018,Medium,Tier 3,Grocery Store,8153.87,43,3.7
ITEM0660,Large,Fruits,Low Fat,3.03,61.16,0.023,OUT027,Small,Tier 1,Supermarket Type1,16658.13,21,3.5
ITEM0661,Protect,Snacks,Low Fat,5.27,133.6,0.211,OUT018,Large,Tier 2,Supermarket Type2,5479.82,14,3.1
ITEM0662,May,Snacks,Low Fat,4.64,418.87,0.036,OUT018,Large,Tier 3,Grocery Store,11301.48,24,2.8
ITEM0663,Relationship,Beverages,Low Fat,0.75,281.16,0.157,OUT010,Medium,Tier 2,Grocery Store,5249.08,33,2.6
ITEM0664,Wish,Household,Low Fat,7.72,86.93,0.115,OUT049,Small,Tier 1,Supermarket Type2,1960.41,16,2.9
ITEM0665,Space,Dairy,Regular,7.77,307.6,0.071,OUT018,Large,Tier 3,Supermarket Type1,9237.91,53,3.3
ITEM0666,Its,Vegetables,Low Fat,2.46,85.08,0.106,OUT027,Medium,Tier 2,Supermarket Type1,4344.68,55,4.3
ITEM0667,Course,Fruits,Regular,5.45,366.59,0.049,OUT018,Medium,Tier 1,Supermarket Type2,6793.65,26,3.9
ITEM0668,Wonder,Fruits,Regular,5.65,385.99,0.079,OUT018,Small,Tier 1,Grocery Store,3404.26,40,4.8
ITEM0669,Attack,Bakery,Low Fat,7.27,478.4,0.169,OUT010,Medium,Tier 1,Grocery Store,18266.56,26,2.6
ITEM0670,All,Bakery,Regular,7.92,491.81,0.172,OUT018,Medium,Tier 1,Grocery Store,13464.75,57,3.6
ITEM0671,Same,Fruits,Regular,4.1,299.72,0.041,OUT027,Medium,Tier 3,Supermarket Type2,14106.52,59,4.7
ITEM0672,Cost,Dairy,Low Fat,6.93,408.52,0.092,OUT027,Medium,Tier 1,Supermarket Type2,18020.71,31,3.6
ITEM0673,Will,Household,Low Fat,8.67,394.69,0.062,OUT018,Small,Tier 3,Supermarket Type1,19831.27,24,2.5
ITEM0674,Ago,Household,Low Fat,3.21,286.82,0.015,OUT010,Large,Tier 1,Supermarket Type2,19313.28,54,3.9
ITEM0675,Anything,Beverages,Regular,8.11,205.59,0.18,OUT013,Large,Tier 2,Supermarket Type2,11576.77,47,4.9
ITEM0676,Believe,Beverages,Low Fat,5.61,378.8,0.233,OUT013,Small,Tier 1,Grocery Store,17121.83,47,2.8
ITEM0677,Work,Fruits,Low Fat,6.95,248.24,0.02,OUT049,Small,Tier 1,Grocery Store,15003.68,46,4.6
ITEM0678,Bank,Bakery,Low Fat,2.62,351.3,0.077,OUT027,Medium,Tier 3,Supermarket Type2,14895.03,48,2.5
ITEM0679,Early,Dairy,Regular,3.29,353.64,0.065,OUT013,Medium,Tier 1,Supermarket Type2,8096.31,21,4.7
ITEM0680,Recent,Dairy,Regular,6.74,389.64,0.122,OUT027,Small,Tier 2,Supermarket Type2,6789.52,35,4.4
ITEM0681,Month,Snacks,Low Fat,9.63,432.03,0.083,OUT013,Medium,Tier 2,Supermarket Type1,1605.7,44,4.6
ITEM0682,American,Fruits,Regular,4.56,119.43,0.179,OUT018,Large,Tier 1,Grocery Store,16527.52,53,2.9
ITEM0683,Speech,Bakery,Regular,3.95,419.55,0.07,OUT049,Small,Tier 2,Grocery Store,10781.83,51,3.5
ITEM0684,Believe,Vegetables,Regular,7.74,395.04,0.165,OUT018,Large,Tier 2,Supermarket Type1,16262.82,58,3.9
ITEM0685,Level,Vegetables,Regular,4.82,173.1,0.146,OUT027,Small,Tier 3,Supermarket Type1,16968.7,54,4.8
ITEM0686,Read,Snacks,Low Fat,1.35,354.92,0.014,OUT013,Medium,Tier 2,Supermarket Type2,19659.75,18,4.9
ITEM0687,Husband,Fruits,Low Fat,9.46,456.68,0.16,OUT018,Medium,Tier 1,Supermarket Type2,17190.7,36,4.6
ITEM0688,Town,Bakery,Regular,7.69,470.32,0.113,OUT013,Large,Tier 3,Supermarket Type1,16877.73,47,4.8
ITEM0689,Course,Vegetables,Low Fat,1.41,26.36,0.231,OUT013,Medium,Tier 1,Grocery Store,14560.58,41,4.4
ITEM0690,Stand,Dairy,Regular,9.32,61.73,0.23,OUT027,Medium,Tier 2,Supermarket Type1,3895.86,39,4.9
ITEM0691,Owner,Snacks,Low Fat,4.24,41.24,0.082,OUT049,Large,Tier 2,Supermarket Type2,12167.77,48,4.6
ITEM0692,Perhaps,Snacks,Low Fat,3.12,464.66,0.232,OUT013,Medium,Tier 3,Grocery Store,6538.76,37,3.4
ITEM0693,Tv,Frozen Foods,Regular,8.53,187.05,0.213,OUT027,Small,Tier 3,Supermarket Type2,14931.21,28,4.6
ITEM0694,Section,Beverages,Low Fat,7.74,29.63,0.148,OUT049,Medium,Tier 2,Grocery Store,8369.93,30,2.9
ITEM0695,Address,Beverages,Regular,7.05,380.41,0.154,OUT013,Large,Tier 1,Grocery Store,16610.97,52,3.5
ITEM0696,Some,Snacks,Regular,7.8,185.77,0.136,OUT013,Small,Tier 3,Supermarket Type2,8930.49,24,3.1
ITEM0697,Gas,Beverages,Regular,1.76,74.58,0.072,OUT027,Medium,Tier 1,Grocery Store,19468.92,54,4.3
ITEM0698,Plant,Snacks,Regular,7.83,318.52,0.01,OUT027,Small,Tier 1,Supermarket Type1,14223.13,34,3.4
ITEM0699,Win,Beverages,Low Fat,6.35,402.19,0.2,OUT010,Large,Tier 1,Supermarket Type1,15763.92,12,3.4
ITEM0700,Now,Snacks,Low Fat,4.47,124.0,0.239,OUT010,Large,Tier 2,Supermarket Type1,13434.26,58,3.0
ITEM0701,Live,Frozen Foods,Regular,6.84,264.71,0.11,OUT049,Large,Tier 2,Supermarket Type1,7228.45,59,4.9
ITEM0702,Year,Beverages,Regular,4.75,263.06,0.192,OUT027,Small,Tier 2,Supermarket Type2,10797.18,10,4.6
ITEM0703,Later,Fruits,Low Fat,5.23,349.37,0.098,OUT027,Medium,Tier 2,Supermarket Type2,7463.09,22,4.7
ITEM0704,Write,Vegetables,Low Fat,2.08,380.36,0.224,OUT013,Large,Tier 2,Supermarket Type2,18778.16,54,2.9
ITEM0705,Day,Household,Low Fat,4.47,349.36,0.164,OUT027,Small,Tier 1,Supermarket Type1,8989.87,19,4.5
ITEM0706,Themselves,Household,Regular,8.82,234.98,0.113,OUT018,Large,Tier 1,Supermarket Type2,9238.85,15,2.6
ITEM0707,College,Bakery,Regular,4.06,189.66,0.084,OUT013,Medium,Tier 1,Supermarket Type1,665.31,36,3.4
ITEM0708,Together,Vegetables,Regular,3.52,444.39,0.062,OUT010,Small,Tier 2,Grocery Store,1568.75,42,4.7
ITEM0709,Response,Household,Regular,0.99,190.31,0.25,OUT018,Large,Tier 3,Supermarket Type1,14713.34,28,2.5
ITEM0710,Attack,Frozen Foods,Low Fat,2.98,434.25,0.172,OUT049,Small,Tier 2,Grocery Store,9884.12,29,4.0
ITEM0711,Increase,Beverages,Low Fat,8.38,58.36,0.138,OUT013,Small,Tier 2,Grocery Store,9657.5,46,4.9
ITEM0712,Between,Household,Low Fat,1.18,346.8,0.236,OUT027,Large,Tier 2,Supermarket Type1,18011.29,50,4.8
ITEM0713,Office,Vegetables,Low Fat,1.95,148.15,0.049,OUT018,Large,Tier 1,Supermarket Type2,7016.64,52,3.0
ITEM0714,There,Bakery,Low Fat,8.81,221.97,0.231,OUT049,Small,Tier 1,Supermarket Type1,3901.82,37,4.1
ITEM0715,Lose,Beverages,Low Fat,7.78,343.11,0.05,OUT049,Medium,Tier 2,Supermarket Type2,196.66,30,2.6
ITEM0716,Training,Snacks,Regular,9.44,139.05,0.025,OUT010,Large,Tier 2,Grocery Store,5291.46,29,2.9
ITEM0717,Left,Household,Low Fat,8.24,450.47,0.097,OUT013,Small,Tier 1,Grocery Store,2083.32,25,4.2
ITEM0718,Be,Vegetables,Regular,7.25,298.09,0.221,OUT018,Small,Tier 3,Grocery Store,4503.5,53,4.8
ITEM0719,Oil,Bakery,Regular,9.5,105.97,0.22,OUT018,Small,Tier 2,Grocery Store,19314.9,51,3.3
ITEM0720,Measure,Vegetables,Low Fat,0.62,376.12,0.039,OUT027,Medium,Tier 3,Supermarket Type1,11472.02,59,4.9
ITEM0721,Cost,Snacks,Low Fat,0.87,254.57,0.145,OUT027,Small,Tier 1,Grocery Store,10281.42,52,4.8
ITEM0722,Race,Beverages,Low Fat,9.08,420.52,0.096,OUT013,Small,Tier 2,Grocery Store,19019.51,15,3.2
ITEM0723,Draw,Frozen Foods,Regular,2.6,59.4,0.035,OUT010,Small,Tier 1,Grocery Store,15729.12,45,3.5
ITEM0724,Coach,Household,Regular,1.3,455.39,0.192,OUT018,Large,Tier 3,Grocery Store,15069.76,56,3.8
ITEM0725,Through,Beverages,Low Fat,4.64,368.92,0.215,OUT027,Small,Tier 1,Supermarket Type2,14973.85,14,4.3
ITEM0726,Second,Bakery,Regular,8.63,390.73,0.19,OUT010,Small,Tier 1,Grocery Store,16947.19,41,3.9
ITEM0727,Describe,Dairy,Regular,6.11,369.34,0.242,OUT049,Large,Tier 3,Grocery Store,4110.27,33,2.8
ITEM0728,Event,Bakery,Low Fat,0.91,437.68,0.016,OUT018,Medium,Tier 3,Supermarket Type2,15064.99,47,4.0
ITEM0729,Ever,Fruits,Low Fat,4.62,388.87,0.029,OUT027,Small,Tier 3,Supermarket Type1,4189.38,57,4.4
ITEM0730,Check,Household,Regular,5.79,235.53,0.046,OUT013,Small,Tier 2,Supermarket Type1,8581.64,51,3.3
ITEM0731,Mission,Dairy,Low Fat,6.73,260.9,0.178,OUT010,Medium,Tier 3,Supermarket Type1,8797.75,49,4.2
ITEM0732,Green,Household,Regular,9.27,422.19,0.095,OUT027,Large,Tier 2,Supermarket Type1,11481.04,13,3.0
ITEM0733,Coach,Frozen Foods,Low Fat,8.39,40.56,0.142,OUT049,Medium,Tier 1,Supermarket Type1,19073.5,20,3.8
ITEM0734,Attention,Frozen Foods,Low Fat,5.76,115.17,0.159,OUT049,Small,Tier 2,Supermarket Type2,19075.28,23,4.5
ITEM0735,Loss,Snacks,Regular,8.93,434.06,0.095,OUT010,Large,Tier 3,Supermarket Type2,19268.02,19,2.7
ITEM0736,House,Household,Regular,0.68,173.39,0.085,OUT010,Small,Tier 2,Supermarket Type1,17876.64,40,3.2
ITEM0737,Happy,Bakery,Regular,1.89,143.54,0.148,OUT049,Large,Tier 3,Grocery Store,16999.58,31,2.7
ITEM0738,Firm,Bakery,Low Fat,6.09,446.1,0.238,OUT013,Small,Tier 2,Grocery Store,14321.76,39,4.8
ITEM0739,Way,Vegetables,Regular,6.04,457.8,0.111,OUT013,Small,Tier 2,Supermarket Type2,4796.93,22,3.0
ITEM0740,Lot,Beverages,Low Fat,8.93,95.05,0.127,OUT049,Small,Tier 2,Supermarket Type2,16014.71,25,3.0
ITEM0741,Fact,Fruits,Regular,1.72,72.93,0.022,OUT013,Medium,Tier 3,Grocery Store,16017.91,37,3.3
ITEM0742,Too,Snacks,Regular,5.15,32.11,0.163,OUT027,Small,Tier 3,Supermarket Type1,18462.7,37,3.8
ITEM0743,Physical,Fruits,Low Fat,3.74,406.5,0.187,OUT010,Medium,Tier 3,Supermarket Type1,3179.8,12,4.2
ITEM0744,Second,Vegetables,Regular,2.88,268.01,0.224,OUT018,Medium,Tier 3,Grocery Store,584.18,15,3.2
ITEM0745,National,Household,Regular,4.08,227.44,0.217,OUT049,Medium,Tier 3,Supermarket Type2,10256.96,29,2.5
ITEM0746,Here,Beverages,Low Fat,4.37,399.41,0.161,OUT049,Medium,Tier 1,Supermarket Type2,6874.98,57,2.5
ITEM0747,Prove,Snacks,Low Fat,8.45,76.87,0.128,OUT013,Large,Tier 3,Supermarket Type1,8050.37,19,3.3
ITEM0748,Class,Household,Low Fat,3.95,470.94,0.235,OUT018,Large,Tier 3,Grocery Store,1089.25,22,4.1
ITEM0749,Tonight,Snacks,Low Fat,5.69,447.6,0.213,OUT010,Medium,Tier 2,Grocery Store,14097.05,27,4.7
ITEM0750,Mean,Frozen Foods,Regular,5.25,246.6,0.135,OUT010,Large,Tier 1,Supermarket Type1,10699.67,23,3.4
ITEM0751,Hair,Frozen Foods,Regular,8.93,35.08,0.163,OUT010,Medium,Tier 2,Supermarket Type2,5517.84,58,2.7
ITEM0752,Trial,Dairy,Regular,4.17,456.45,0.084,OUT018,Small,Tier 2,Grocery Store,15451.72,45,4.8
ITEM0753,Available,Frozen Foods,Regular,5.93,34.87,0.21,OUT027,Small,Tier 1,Supermarket Type1,18168.48,50,4.3
ITEM0754,Purpose,Vegetables,Low Fat,9.39,230.92,0.063,OUT027,Large,Tier 3,Supermarket Type2,4294.81,34,4.7
ITEM0755,Use,Frozen Foods,Low Fat,7.58,55.92,0.242,OUT010,Large,Tier 3,Supermarket Type1,11599.89,17,4.9
ITEM0756,Science,Household,Regular,1.4,485.15,0.042,OUT049,Medium,Tier 1,Supermarket Type1,17190.2,27,3.4
ITEM0757,Billion,Bakery,Regular,4.99,289.36,0.239,OUT027,Medium,Tier 1,Supermarket Type2,6988.82,46,3.9
ITEM0758,While,Household,Low Fat,6.86,414.46,0.204,OUT027,Large,Tier 2,Grocery Store,15816.37,27,4.0
ITEM0759,Since,Household,Regular,2.76,66.56,0.147,OUT018,Large,Tier 3,Supermarket Type1,5313.92,20,3.3
ITEM0760,Suddenly,Snacks,Regular,5.74,456.3,0.106,OUT013,Medium,Tier 2,Supermarket Type1,3468.89,37,2.5
ITEM0761,Kind,Dairy,Low Fat,0.92,146.91,0.131,OUT013,Small,Tier 2,Supermarket Type2,2297.37,11,3.9
ITEM0762,Lay,Beverages,Low Fat,1.88,218.64,0.153,OUT027,Medium,Tier 1,Supermarket Type2,3791.48,36,2.6
ITEM0763,Western,Beverages,Low Fat,4.31,230.96,0.067,OUT018,Small,Tier 3,Supermarket Type2,11453.89,57,3.3
ITEM0764,Door,Bakery,Low Fat,7.05,491.12,0.217,OUT049,Large,Tier 3,Grocery Store,18213.51,33,2.6
ITEM0765,Maintain,Bakery,Low Fat,2.5,374.06,0.199,OUT013,Medium,Tier 1,Supermarket Type2,12104.4,15,2.9
ITEM0766,Behavior,Household,Regular,4.16,420.48,0.156,OUT027,Large,Tier 3,Grocery Store,10967.85,29,4.0
ITEM0767,Six,Fruits,Low Fat,7.01,452.71,0.109,OUT027,Medium,Tier 1,Supermarket Type2,3216.79,16,4.3
ITEM0768,Impact,Household,Low Fat,5.19,471.62,0.034,OUT049,Small,Tier 1,Supermarket Type1,11783.76,47,4.4
ITEM0769,Southern,Dairy,Low Fat,4.73,201.53,0.033,OUT018,Large,Tier 3,Grocery Store,19610.42,32,4.9
ITEM0770,Fly,Household,Regular,8.92,240.69,0.094,OUT010,Small,Tier 2,Supermarket Type1,7633.91,20,3.1
ITEM0771,Morning,Frozen Foods,Regular,1.86,297.6,0.215,OUT027,Large,Tier 2,Supermarket Type1,18753.25,39,4.9
ITEM0772,Around,Bakery,Regular,2.16,380.42,0.166,OUT027,Large,Tier 3,Supermarket Type1,5651.54,54,4.1
ITEM0773,Sure,Frozen Foods,Regular,6.38,109.68,0.06,OUT027,Small,Tier 3,Supermarket Type2,11830.41,58,4.6
ITEM0774,Walk,Fruits,Regular,2.72,444.48,0.219,OUT018,Large,Tier 3,Grocery Store,3310.07,46,4.8
ITEM0775,Participant,Dairy,Regular,1.2,469.21,0.085,OUT013,Large,Tier 2,Supermarket Type2,18493.51,58,2.6
ITEM0776,Sure,Household,Regular,8.99,288.55,0.045,OUT010,Small,Tier 2,Supermarket Type1,1095.88,19,3.0
ITEM0777,Investment,Dairy,Low Fat,3.26,347.78,0.099,OUT027,Medium,Tier 2,Supermarket Type2,7108.04,40,4.5
ITEM0778,Head,Snacks,Regular,8.94,45.09,0.169,OUT049,Medium,Tier 1,Grocery Store,11643.59,39,3.0
ITEM0779,Clearly,Dairy,Regular,9.79,418.25,0.215,OUT018,Small,Tier 3,Supermarket Type1,13156.54,11,3.3
ITEM0780,Fight,Bakery,Low Fat,0.83,346.57,0.203,OUT018,Medium,Tier 3,Supermarket Type1,2959.33,19,3.4
ITEM0781,Democrat,Frozen Foods,Regular,8.83,393.4,0.073,OUT013,Large,Tier 1,Grocery Store,13545.32,13,4.4
ITEM0782,Organization,Beverages,Regular,9.73,426.23,0.105,OUT013,Large,Tier 1,Supermarket Type1,1567.11,17,2.7
ITEM0783,Marriage,Snacks,Regular,5.87,96.74,0.035,OUT049,Medium,Tier 2,Supermarket Type1,19144.0,48,4.0
ITEM0784,Try,Beverages,Regular,3.41,230.38,0.207,OUT027,Large,Tier 2,Supermarket Type1,2155.1,15,4.3
ITEM0785,Office,Frozen Foods,Low Fat,1.31,206.21,0.012,OUT010,Medium,Tier 1,Grocery Store,15139.81,19,3.4
ITEM0786,Yes,Household,Regular,7.65,121.21,0.11,OUT027,Large,Tier 1,Supermarket Type2,15931.8,48,4.6
ITEM0787,Animal,Fruits,Low Fat,6.95,160.89,0.132,OUT049,Small,Tier 3,Supermarket Type1,18949.47,48,4.6
ITEM0788,Many,Household,Regular,5.71,273.32,0.024,OUT010,Small,Tier 1,Grocery Store,9717.09,18,3.6
ITEM0789,More,Dairy,Low Fat,7.54,312.02,0.242,OUT027,Medium,Tier 1,Supermarket Type1,1004.2,47,4.6
ITEM0790,Him,Bakery,Low Fat,8.24,448.32,0.061,OUT018,Large,Tier 2,Supermarket Type1,17831.79,30,4.1
ITEM0791,Small,Vegetables,Regular,1.89,273.71,0.225,OUT027,Small,Tier 1,Supermarket Type1,141.61,28,3.7
ITEM0792,First,Bakery,Low Fat,4.16,369.23,0.216,OUT049,Medium,Tier 2,Grocery Store,12803.87,49,4.3
ITEM0793,Ten,Dairy,Low Fat,8.6,74.34,0.04,OUT013,Large,Tier 2,Grocery Store,7876.43,19,4.1
ITEM0794,Bag,Snacks,Low Fat,2.71,339.81,0.122,OUT027,Large,Tier 1,Grocery Store,16898.42,39,3.6
ITEM0795,Test,Beverages,Low Fat,6.36,90.54,0.211,OUT013,Small,Tier 3,Supermarket Type1,14146.56,33,4.4
ITEM0796,Car,Dairy,Regular,6.23,426.87,0.066,OUT049,Medium,Tier 3,Supermarket Type2,11746.67,40,5.0
ITEM0797,Dream,Bakery,Low Fat,1.78,212.56,0.154,OUT010,Medium,Tier 2,Grocery Store,1089.26,23,2.9
ITEM0798,Week,Fruits,Regular,6.08,395.13,0.208,OUT018,Large,Tier 1,Grocery Store,7512.61,30,3.7
ITEM0799,Then,Snacks,Regular,3.42,462.66,0.148,OUT013,Large,Tier 3,Supermarket Type2,12423.23,27,4.6
ITEM0800,Hit,Beverages,Low Fat,1.71,193.02,0.127,OUT049,Small,Tier 1,Supermarket Type1,2257.27,37,2.8
ITEM0801,Unit,Beverages,Regular,4.62,240.62,0.027,OUT010,Small,Tier 3,Grocery Store,3866.17,30,2.6
ITEM0802,Knowledge,Beverages,Low Fat,7.6,259.54,0.058,OUT013,Medium,Tier 3,Grocery Store,17830.55,50,5.0
ITEM0803,Sign,Frozen Foods,Low Fat,7.5,123.28,0.109,OUT018,Small,Tier 3,Supermarket Type1,15816.11,27,4.5
ITEM0804,Live,Snacks,Regular,9.21,461.44,0.149,OUT018,Large,Tier 3,Supermarket Type1,19572.92,28,2.9
ITEM0805,Between,Fruits,Regular,3.09,395.27,0.2,OUT013,Medium,Tier 3,Supermarket Type2,16037.7,23,4.5
ITEM0806,Imagine,Snacks,Low Fat,1.81,320.89,0.13,OUT027,Small,Tier 1,Supermarket Type2,6115.7,24,2.6
ITEM0807,Ago,Frozen Foods,Regular,1.53,397.38,0.032,OUT018,Medium,Tier 3,Grocery Store,7221.34,19,4.2
ITEM0808,Type,Bakery,Low Fat,8.83,366.77,0.177,OUT018,Small,Tier 2,Supermarket Type1,2652.72,10,4.9
ITEM0809,Design,Dairy,Regular,7.11,311.39,0.164,OUT010,Large,Tier 3,Grocery Store,16542.23,41,5.0
ITEM0810,Appear,Bakery,Regular,9.98,165.03,0.218,OUT010,Large,Tier 3,Grocery Store,18990.36,18,4.9
ITEM0811,We,Fruits,Low Fat,1.01,349.19,0.082,OUT027,Small,Tier 1,Supermarket Type2,7407.95,55,3.4
ITEM0812,Energy,Bakery,Regular,7.55,431.84,0.162,OUT010,Medium,Tier 3,Supermarket Type2,16822.44,35,2.7
ITEM0813,Everybody,Vegetables,Low Fat,5.65,468.83,0.089,OUT027,Medium,Tier 1,Grocery Store,19369.53,28,4.2
ITEM0814,Force,Beverages,Regular,3.76,25.02,0.214,OUT027,Large,Tier 1,Grocery Store,11040.71,43,3.5
ITEM0815,Onto,Frozen Foods,Low Fat,6.12,340.55,0.226,OUT010,Small,Tier 1,Supermarket Type1,7524.33,43,3.7
ITEM0816,That,Household,Low Fat,8.49,121.59,0.044,OUT010,Large,Tier 2,Grocery Store,6547.85,44,3.8
ITEM0817,Off,Snacks,Low Fat,0.75,459.96,0.078,OUT013,Medium,Tier 3,Supermarket Type2,4755.91,22,2.6
ITEM0818,Effort,Bakery,Low Fat,0.8,267.52,0.115,OUT049,Medium,Tier 2,Supermarket Type1,10443.15,37,4.5
ITEM0819,Together,Vegetables,Regular,9.9,339.28,0.034,OUT027,Large,Tier 2,Supermarket Type2,19209.41,34,2.9
ITEM0820,Always,Fruits,Regular,5.83,251.02,0.037,OUT049,Medium,Tier 1,Supermarket Type2,16191.95,15,4.3
ITEM0821,Store,Dairy,Low Fat,5.24,442.73,0.188,OUT049,Medium,Tier 2,Supermarket Type1,13081.97,15,3.9
ITEM0822,First,Dairy,Low Fat,8.08,294.21,0.167,OUT027,Small,Tier 2,Grocery Store,5920.0,58,2.9
ITEM0823,Range,Beverages,Regular,4.06,231.15,0.043,OUT013,Large,Tier 1,Supermarket Type1,16366.38,42,5.0
ITEM0824,Population,Bakery,Low Fat,3.12,179.95,0.052,OUT049,Medium,Tier 3,Supermarket Type1,15649.19,42,3.0
ITEM0825,Minute,Household,Regular,1.28,207.45,0.084,OUT049,Large,Tier 2,Grocery Store,7927.84,57,4.4
ITEM0826,Brother,Beverages,Regular,5.45,342.42,0.057,OUT027,Large,Tier 3,Supermarket Type1,2549.38,27,3.6
ITEM0827,Arm,Fruits,Low Fat,2.13,367.9,0.175,OUT010,Small,Tier 1,Supermarket Type2,3764.03,35,4.9
ITEM0828,Respond,Vegetables,Regular,4.58,39.87,0.173,OUT010,Medium,Tier 2,Grocery Store,14047.16,55,2.8
ITEM0829,Marriage,Beverages,Regular,2.41,48.36,0.026,OUT013,Large,Tier 3,Supermarket Type2,16987.75,14,4.3
ITEM0830,Significant,Frozen Foods,Regular,5.79,327.74,0.079,OUT013,Medium,Tier 2,Supermarket Type2,19135.05,29,3.8
ITEM0831,Large,Beverages,Low Fat,0.83,22.83,0.237,OUT010,Small,Tier 3,Supermarket Type2,6192.08,27,3.1
ITEM0832,Responsibility,Frozen Foods,Regular,6.15,70.25,0.219,OUT013,Small,Tier 3,Supermarket Type2,14066.49,39,3.6
ITEM0833,Direction,Snacks,Regular,8.0,88.77,0.085,OUT013,Large,Tier 2,Supermarket Type1,15946.58,11,4.2
